Name,Address,DataType,RefreshRate,AccessPermission,Gain,Offset,Description
SetupPage,401303,Word,100,ReadAndWrite,1,0,bat tat nhap pass khi vao cai dat, 0 fullAccess, 2-Password
Sensor1CalibrationOffset,400606,Word,100,ReadAndWrite,0.1,0,Calibration Offset, Analog Input 1
DigitalInput1Status,400202,Word,100,ReadAndWrite,1,0,Digital Input 1, Status. kich +. defaul=1, kich +=0
DigitalInput4Status,400238,Word,100,ReadAndWrite,1,0,Digital Input 4 Status
DigitalInput3Status,400226,Word,100,ReadAndWrite,1,0,Digital Input 3 Status
DigitalInput2Status,400214,Word,100,ReadAndWrite,1,0,Digital Input 2, Status
DigitalOutput1Condition,402001,Word,100,ReadAndWrite,1,0,Digital Output 1, Condition. ghi bien nay = 0/1 de on/off digital output 1
DigitalOutput2Condition,402011,Word,100,ReadAndWrite,1,0,Digital Output 2, Condition
DigitalOutput3Condition,402021,Word,100,ReadAndWrite,1,0,Digital Output 3, Condition
DigitalOutput4Condition,402031,Word,100,ReadAndWrite,1,0,Digital Output 4, Condition
DigitalOutput5Condition,402041,Word,100,ReadAndWrite,1,0,Digital Output 5, Condition
DigitalOutput6Condition,402051,Word,100,ReadAndWrite,1,0,Digital Output 6, Condition
DigitalOutput7Condition,402061,Word,100,ReadAndWrite,1,0,Digital Output 7, Condition
DigitalOutput8Condition,402071,Word,100,ReadAndWrite,1,0,Digital Output 8, Condition
DigitalOutput1Function,402002,Word,100,ReadAndWrite,1,0,Digital Output 1 Function. Enable/Disable digital output
DigitalOutput2Function,402012,Word,100,ReadAndWrite,1,0,Digital Output 2 Function
DigitalOutput3Function,402022,Word,100,ReadAndWrite,1,0,Digital Output 3 Function
DigitalOutput4Function,402032,Word,100,ReadAndWrite,1,0,Digital Output 4 Function
DigitalOutput5Function,402042,Word,100,ReadAndWrite,1,0,Digital Output 5 Function
DigitalOutput6Function,402052,Word,100,ReadAndWrite,1,0,Digital Output 6 Function
DigitalOutput7Function,402062,Word,100,ReadAndWrite,1,0,Digital Output 7 Function
DigitalOutput8Function,402072,Word,100,ReadAndWrite,1,0,Digital Output 8 Function
Temperature,400101,Word,100,ReadAndWrite,1,0,
SetPoint1,400301,Word,100,ReadAndWrite,0.1,0,